date,tweets,image
2020-11-01 04:44:05,b'@kemflr Light + Hh18 + parasol20 + goth Lolita sleeves + kitty crossbody + adorable lace up doll boots + giant teddy',none

2020-11-01 04:42:23,b'Aaaaaaaand I over ate again https://t.co/ADkelULfcR',http://pbs.twimg.com/tweet_video_thumb/EltkAXwWkAElA4K.jpg

2020-11-01 04:40:46,"b""@dumauriayyy @Moondancer1626 that's so cute!!! I would love to wear Lolita if I could fit brand""",none

2020-11-01 04:40:43,b'RT @sapnapswifu: lolita minx and niki &lt;33 BUT THEY HAVE GUNS\xf0\x9f\xa7\x8e\xf0\x9f\xa7\x8e this didn\xe2\x80\x99t really turn out how i wanted it to but oh well. after the loh i\xe2\x80\xa6',none

2020-11-01 04:40:17,b'RT @retrolanabby: i don\xe2\x80\x99t know who needs to hear this but lolita isn\xe2\x80\x99t a skip https://t.co/v3gtaGYDi1',http://pbs.twimg.com/media/ElnUrg8XYAMM5qK.jpg

2020-11-01 04:38:33,b'RT @dumauriayyy: decided to wear sweet lolita tonight...first time wearing this angelic pretty dress \xf0\x9f\x98\x8a\xf0\x9f\x92\x95 https://t.co/mXAWtAnjwz',http://pbs.twimg.com/media/ElsgfqTWoAM-IYm.jpg

2020-11-01 04:37:40,"b'RT @LolitaWardrobe: Preorder Deadline Reminder: Foxtrot \xe3\x80\x90-The Secret of Princess-\xe3\x80\x91 Gothic Lolita Blouse, Vest, Cape and Skirt\n\n\xe2\x97\x86 This Serie\xe2\x80\xa6'",none

2020-11-01 04:37:36,b'RT @sapnapswifu: lolita minx and niki &lt;33 BUT THEY HAVE GUNS\xf0\x9f\xa7\x8e\xf0\x9f\xa7\x8e this didn\xe2\x80\x99t really turn out how i wanted it to but oh well. after the loh i\xe2\x80\xa6',none

2020-11-01 04:36:16,b'RT @sapnapswifu: lolita minx and niki &lt;33 BUT THEY HAVE GUNS\xf0\x9f\xa7\x8e\xf0\x9f\xa7\x8e this didn\xe2\x80\x99t really turn out how i wanted it to but oh well. after the loh i\xe2\x80\xa6',none

2020-11-01 04:35:47,b'RT @sapnapswifu: lolita minx and niki &lt;33 BUT THEY HAVE GUNS\xf0\x9f\xa7\x8e\xf0\x9f\xa7\x8e this didn\xe2\x80\x99t really turn out how i wanted it to but oh well. after the loh i\xe2\x80\xa6',none

2020-11-01 04:35:37,b'RT @sapnapswifu: lolita minx and niki &lt;33 BUT THEY HAVE GUNS\xf0\x9f\xa7\x8e\xf0\x9f\xa7\x8e this didn\xe2\x80\x99t really turn out how i wanted it to but oh well. after the loh i\xe2\x80\xa6',none

2020-11-01 04:35:23,b'@Lolita_14_ Yes. Yes. And yess\xf0\x9f\x98\x94',none

2020-11-01 04:35:22,b'RT @sapnapswifu: lolita minx and niki &lt;33 BUT THEY HAVE GUNS\xf0\x9f\xa7\x8e\xf0\x9f\xa7\x8e this didn\xe2\x80\x99t really turn out how i wanted it to but oh well. after the loh i\xe2\x80\xa6',none

2020-11-01 04:35:22,b'RT @sapnapswifu: lolita minx and niki &lt;33 BUT THEY HAVE GUNS\xf0\x9f\xa7\x8e\xf0\x9f\xa7\x8e this didn\xe2\x80\x99t really turn out how i wanted it to but oh well. after the loh i\xe2\x80\xa6',none

2020-11-01 04:31:39,b'RT @BelindaUtop: Lolita \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 Halloween \n@belindapop \xf0\x9f\x98\x8d\xf0\x9f\x8e\x83 https://t.co/nuk7vOwq7C',http://pbs.twimg.com/ext_tw_video_thumb/1322751295632023552/pu/img/RqYdHX-aM_u00WMf.jpg

2020-11-01 04:30:33,b'RT @sapnapswifu: lolita minx and niki &lt;33 BUT THEY HAVE GUNS\xf0\x9f\xa7\x8e\xf0\x9f\xa7\x8e this didn\xe2\x80\x99t really turn out how i wanted it to but oh well. after the loh i\xe2\x80\xa6',none

2020-11-01 04:30:28,"b'RT @_xxKaiYaoxx_: im planning to farm for more candies to buy another goth lolita sleeves, so comment down below an offer if you have \n\nim\xe2\x80\xa6'",none

2020-11-01 04:29:54,"b'RT @tyunderwood: @naxuu Nabokov, on the design of Lolita\'s cover: ""There is one subject which I am emphatically opposed to: any kind of rep\xe2\x80\xa6'",none

2020-11-01 04:29:43,b'RT @stoner_luka: funfact i love lolita fashion',none

2020-11-01 04:29:24,b'RT @sapnapswifu: lolita minx and niki &lt;33 BUT THEY HAVE GUNS\xf0\x9f\xa7\x8e\xf0\x9f\xa7\x8e this didn\xe2\x80\x99t really turn out how i wanted it to but oh well. after the loh i\xe2\x80\xa6',none

2020-11-01 04:29:09,b'RT @_20170720_: \xf0\x9d\x94\x87\xf0\x9d\x94\xb2\xf0\x9d\x94\xa3\xf0\x9d\x94\xa3\xf0\x9d\x94\xb6 \xe2\x99\xb0 \xf0\x9d\x94\x96\xf0\x9d\x94\xa5\xf0\x9d\x94\xa2\xf0\x9d\x94\xa9\xf0\x9d\x94\xa9\xf0\x9d\x94\xa6\xf0\x9d\x94\xa2\xf0\x9d\x94\x90\xf0\x9d\x94\x9e\xf0\x9d\x94\xb6 https://t.co/L9kHl4T5Tu',http://pbs.twimg.com/media/ElqUtY_VoAAVwSV.jpg

2020-11-01 04:28:46,b'@Lolita_skies Or i can go with val set up to 25k since i got my daily rewards today-',none

2020-11-01 04:28:00,b'@Lolita_skies Yea- ive been trying to look for ltbs- and my offer is either val set and those wings or val set and 22k-',none

2020-11-01 04:27:33,b'lolita minx and niki &lt;33 BUT THEY HAVE GUNS\xf0\x9f\xa7\x8e\xf0\x9f\xa7\x8e this didn\xe2\x80\x99t really turn out how i wanted it to but oh well. after the\xe2\x80\xa6 https://t.co/xib03OaFKF',none

2020-11-01 04:27:08,b'funfact i love lolita fashion',none

2020-11-01 04:25:53,b'RT @kaiser_iscursed: I\xe2\x80\x99ll be hosting \xe2\x80\x9cBloody Devil: A Guro Lolita DIY\xe2\x80\x9d Panel for Gramarye A @bayareakei Event on the 31st at 9:30 PT/12:30\xe2\x80\xa6',none

2020-11-01 04:23:38,b'RT @PrincessYUUUH: My gothic lolita coord from today!!! Happy Halloween! \xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\n\n\xf0\x9f\x93\xb8: @SUP3RTOOT https://t.co/zPofkVky0B',http://pbs.twimg.com/media/ElsksNkWoAA9n50.jpg

2020-11-01 04:23:37,b'lrt me but in ott sweet lolita',none

2020-11-01 04:22:18,b'RT @Ecsoyosayahooc1: @BetsayCamp @robotcry @arriolaalbert57 @iamMeinggay @babyquinto_1 @mariejoylove @mcaroline1936 @CoraMarcelo1 @Poreber2\xe2\x80\xa6',none

2020-11-01 04:22:11,"b'@moonlightslove_ @NoSoulArtist @lolita_bih @BijuuMike I get that he doesnt know about Byakuyas trauma, but its very\xe2\x80\xa6 https://t.co/2HZhAHESxC'",none

2020-11-01 04:21:42,"b'RT @darkyjoe_: Halloween video call with @_nyanssu oc, Angkasa! Thank you Mir\xe2\x9c\xa8\xf0\x9f\x92\x9b finally they can meet each other\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\nAnw Rei agreed to do thi\xe2\x80\xa6'",none

2020-11-01 04:21:16,b'@lolita_bih @moonlightslove_ @BijuuMike Show some evidence.',none

2020-11-01 04:18:41,b'RT @hertzprung: halloween request #3: lieutenant tsurumi in gothic lolita for @schrikes \n\ngot a little carried away with this one. gotta pi\xe2\x80\xa6',none

2020-11-01 04:18:36,b'RT @MERPATI43655841: Lolita donat \xf0\x9f\x91\x85\xf0\x9f\x99\x84\xf0\x9f\x92\x9a https://t.co/RXwDIGWfU5',http://pbs.twimg.com/ext_tw_video_thumb/1287372300828860416/pu/img/NqKKNU4Pbh1O5MGC.jpg

2020-11-01 04:17:49,b'halloween request #3: lieutenant tsurumi in gothic lolita for @schrikes \n\ngot a little carried away with this one.\xe2\x80\xa6 https://t.co/jtktot1bXy',none

2020-11-01 04:16:22,"b""RT @Calyta_kim: Day 29: Kaai Yuki\n\nSince Yuki's measures is by apples, how about an Apple Yuki to make her a Kawaii Yuki??\n\n#Vocatober #voc\xe2\x80\xa6""",none

2020-11-01 04:15:13,b'Please sign this petition &amp; retweet. Lolita has spent 50 years in a tiny tank (illegally too small but nobody in po\xe2\x80\xa6 https://t.co/vXt1HiGcBo',none

2020-11-01 04:15:03,"b""RT @Calyta_kim: Day 29: Kaai Yuki\n\nSince Yuki's measures is by apples, how about an Apple Yuki to make her a Kawaii Yuki??\n\n#Vocatober #voc\xe2\x80\xa6""",none

2020-11-01 04:14:49,"b""Day 29: Kaai Yuki\n\nSince Yuki's measures is by apples, how about an Apple Yuki to make her a Kawaii Yuki??\xe2\x80\xa6 https://t.co/7xYhIU3Vii""",none

2020-11-01 04:14:37,"b""@lolita_bih @BijuuMike I understand what you mean, I'm sure he will talk about that soon. I heard he is going to ma\xe2\x80\xa6 https://t.co/rR3ST4IGJu""",none

2020-11-01 04:13:45,b'Kiss me in the d a r k dark tonight d a r k do it my way kiss me in the p a r k park tonight p a r k something let\xe2\x80\xa6 https://t.co/5YTIjjx90X',none

2020-11-01 04:13:41,"b""@Lolita_TNIE It's the mindset that didn't change with time.""",none

2020-11-01 04:13:24,"b'I visited a spooky island on acnh with a friend, had a bunch of chocolate, a boulevardier and a few glasses of cab\xe2\x80\xa6 https://t.co/aWc4YiUbBM'",none

2020-11-01 04:13:21,b'RT @BetsayCamp: Be safe everyone ...\n@robotcry @arriolaalbert57 @iamMeinggay @babyquinto_1 @mariejoylove @mcaroline1936 @CoraMarcelo1 @Pore\xe2\x80\xa6',none

2020-11-01 04:11:54,b'@MrKRudd I\xe2\x80\x99d like to know more about your relationship with Pedo Epstein. How many times did you fly on the Lolita express?',none

2020-11-01 04:07:46,b'RT @Ecsoyosayahooc1: @BetsayCamp @robotcry @arriolaalbert57 @iamMeinggay @babyquinto_1 @mariejoylove @mcaroline1936 @CoraMarcelo1 @Poreber2\xe2\x80\xa6',none

2020-11-01 04:06:05,b'@moonlightslove_ @lolita_bih @BijuuMike Honestly bro',none

2020-11-01 04:05:19,b'put my bf in my lolita dress hell yeah',none

2020-11-01 04:04:31,b'Lolita \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 Halloween \n@belindapop \xf0\x9f\x98\x8d\xf0\x9f\x8e\x83 https://t.co/nuk7vOwq7C',http://pbs.twimg.com/ext_tw_video_thumb/1322751295632023552/pu/img/RqYdHX-aM_u00WMf.jpg

2020-11-01 04:02:20,b'@DiddledRump @seanhannity Where is Big Bill on the Lolita Express?',none

2020-11-01 04:01:11,"b""I'm so fucking done with this drama if I see one more person defend bijuu for his actions I'm blocking u \xf0\x9f\x99\x82""",none

2020-11-01 04:01:02,b'RT @ii_mememe: toothache https://t.co/ysDNsWFLwK',http://pbs.twimg.com/media/ElfeE9tU8AA1vyJ.jpg

2020-11-01 04:01:02,b'@Ts_Lolita Good night sexy babe! Love you! \xf0\x9f\x92\x95\xf0\x9f\x92\x95\xf0\x9f\x92\x95',none

2020-11-01 03:59:24,"b""@moonlightslove_ @BijuuMike Well he did and it doesn't excuse his actions""",none

2020-11-01 03:58:23,b'@Minkaaw1 @JoshRichards Lordt not you being lolita like wtf someone call #peta #crimestoppers',none

2020-11-01 03:58:08,"b""Here's a wip of my Tokomaru drawing that was for Halloween but I couldn't finish it in time. But can we take a mome\xe2\x80\xa6 https://t.co/yZOGesMD9H""",none

2020-11-01 03:57:55,"b'@lolita_bih @BijuuMike The only one I can remember was him laughing at Masaru, but that was because it was pretty a\xe2\x80\xa6 https://t.co/bVbQgQUK04'",none

2020-11-01 03:56:42,b'@itshoneyli Ayyyy I just ordered a pc',none

2020-11-01 03:56:41,"b""@lolita_bih @BijuuMike What was the joke specifically? Because I don't remember him making any jokes in his playthr\xe2\x80\xa6 https://t.co/ow8G4B1Nj8""",none

2020-11-01 03:56:30,b'@NoSoulArtist @BijuuMike No u defending him \xf0\x9f\x91\x81\xef\xb8\x8f\xf0\x9f\x91\x84\xf0\x9f\x91\x81\xef\xb8\x8f',none

2020-11-01 03:56:03,b'RT @LolitaWardrobe: 2020 Preorder: Unideer \xe3\x80\x90-The Deer Princess-\xe3\x80\x91 Lolita Coats\n\n\xe2\x97\x86 Shopping Link &gt;&gt;&gt; https://t.co/adc6t6L4VU\n\xe2\x97\x86 New Colors Ava\xe2\x80\xa6',none

2020-11-01 03:55:04,b'@BetsayCamp @robotcry @arriolaalbert57 @iamMeinggay @babyquinto_1 @mariejoylove @mcaroline1936 @CoraMarcelo1\xe2\x80\xa6 https://t.co/SMWYThM80t',none

2020-11-01 03:54:13,b'RT @sophieraccoon: One of my Lolita dresses fits over my suit https://t.co/Q6afgmaqhY',http://pbs.twimg.com/media/EltWGG4WoAAc4bG.jpg

2020-11-01 03:53:27,"b""@ArchonOf By this same logic, something like Taxi Driver or Lolita should be banned. We'll never have films like wi\xe2\x80\xa6 https://t.co/fIg19qHKqT""",none

2020-11-01 03:49:17,"b""@6XdivergentX4 @NoSoulArtist @lolita_bih @BijuuMike Mike doesn't know that Toko, Byakuya, or Nagito has trauma. And\xe2\x80\xa6 https://t.co/FNHKzWRkao""",none

2020-11-01 03:47:12,"b""@RealGirlWeeb @lolita_bih @BijuuMike This is what I've been trying to explain. Mike doesnt know that Toko, Nagito,\xe2\x80\xa6 https://t.co/WAl4jl0Hqc""",none

2020-11-01 03:45:08,b'Test run for a new cosplay.....not too shabby for a last minute throw together \xf0\x9f\xa5\xb0\n\n#halloween\xef\xbf\xbc #halloweencostume\xe2\x80\xa6 https://t.co/2hCW7xe1rs',none

2020-11-01 03:42:41,b'm obsessed w lolita dresses i want to buy more',none

2020-11-01 03:41:37,b'One of my Lolita dresses fits over my suit https://t.co/Q6afgmaqhY',http://pbs.twimg.com/media/EltWGG4WoAAc4bG.jpg

2020-11-01 03:40:54,b'Happy Halloween - Kimi and Dylan Pocari #chihuahua #pumpkin #lolita \xf0\x9f\xa7\x9b\xe2\x80\x8d\xe2\x99\x80\xf0\x9f\x8e\x83\xf0\x9f\x91\xbb https://t.co/d61cRQ3Mt3',none

2020-11-01 03:40:19,b'RT @GothOfTheDay: Today\xe2\x80\x99s Goth of the day is the Vocaloid MAYU! Her style of choice is Gothic Lolita. https://t.co/45NsWOX2We',http://pbs.twimg.com/media/EfGkHVTUMAAu69e.jpg

2020-11-01 03:39:36,b'@starsanrio honestly half this costume is homestuck stuff and then my dress for stocking from pswg + rectangle loli\xe2\x80\xa6 https://t.co/NQHJES8QRK',none

2020-11-01 03:39:34,"b""when your daughter won't cosplay lolita for you #dadproblems""",none

2020-11-01 03:38:31,"b""@lolita_bih @BijuuMike Really, it's just fiction, you lived in real world not a fictional world,""",none

2020-11-01 03:38:21,"b'dirty sex , piss-play , lolita , pet'",none

2020-11-01 03:38:13,"b'Her clothes are mostly elegant and black with frills and white quillings, thus resembling elegant gothic lolita fashion. #Bot'",none

2020-11-01 03:37:53,"b""@lolita_bih @BijuuMike The funny thing is, mike doesn't know that Byakuya(someone who doesn't even exist) has traum\xe2\x80\xa6 https://t.co/wYEpiwh2GQ""",none

2020-11-01 03:37:51,b'Be safe everyone ...\n@robotcry @arriolaalbert57 @iamMeinggay @babyquinto_1 @mariejoylove @mcaroline1936\xe2\x80\xa6 https://t.co/7G0XIakwZH',none

2020-11-01 03:35:12,"b""@lolita_bih @BijuuMike He made a light joke and I could tell you he obviously didn't mean it in a bad way so plz st\xe2\x80\xa6 https://t.co/Lv16tfDp17""",none

2020-11-01 03:35:10,b'@giannachiarot Lolita -is Christian terribly missing me ?',none

2020-11-01 03:29:42,"b'Happy Halloween, virtual photoshoot edition! Someday @sleepyseagull and I will be able to wear lolita fashion in pe\xe2\x80\xa6 https://t.co/kQ5IRV802p'",none

2020-11-01 03:27:45,b'@M1sterM0use lolita shopping sites own my life',none

2020-11-01 03:25:55,b'@NoSoulArtist @lolita_bih @BijuuMike The problem is that the character is one that a lot of people find comfort in\xe2\x80\xa6 https://t.co/CafNaoZQDT',none

2020-11-01 03:22:23,"b""I'm online right now on Skyprivate - pay-per-minute system for Skype live shows. Call me right now in private here:\xe2\x80\xa6 https://t.co/AuLVvf2DCl""",none

2020-11-01 03:21:34,"b""I wanted to wear lolita today but I don't have the energy to even get out of bed""",none

2020-11-01 03:21:12,b'@BADf3minist @LilyGre25442778 @Ellen_Lee3 @ddale8 And yes Trump reported Epstein and banned him from Mar-a-lago. Th\xe2\x80\xa6 https://t.co/fIulIbq6lQ',none

2020-11-01 03:20:42,b'@konyataform Esoteric truth: lolita is actually a novel about being a trucker. The real purpose of the story is to\xe2\x80\xa6 https://t.co/NCX97yy9XV',none

2020-11-01 03:20:16,"b""I don't have Halloween content I wore lolita and became increasingly humiliated having to explain that I was not in\xe2\x80\xa6 https://t.co/ALmtxP8r7n""",none

2020-11-01 03:17:39,b'@PalabanALDUB6 @glo574 @GraceSa10499866 @nicoletteannmc @2019Zombie @MCambsl @pinkyfaye @FTangco @Lam2127\xe2\x80\xa6 https://t.co/8CcKaA72I9',none

2020-11-01 03:17:39,b'@Timcast And were on the Lolita Express flight logs',none

2020-11-01 03:14:52,"b""@lolita_bih @BijuuMike Its a fictional character's trauma though. Like, I'd understand if it was a real person but\xe2\x80\xa6 https://t.co/GvM8mK8vqm""",none

2020-11-01 03:08:46,b'@PNW_Biker If Hillary had been president we wouldn\xe2\x80\x99t know half of what we do now. Harvey would still be making movi\xe2\x80\xa6 https://t.co/ZtW8DesEYb',none

2020-11-01 03:08:23,"b""RT @_VenusGalaxia_: I've been really into pixel art recently.\n\n#Lolita #drawing https://t.co/oZ9k4I7MCR""",http://pbs.twimg.com/media/EltMhcdXEAIxEy3.png

2020-11-01 03:07:53,"b'@Buttfrags @patkrueger @thedailybeast Those two things do not equate. Bill Clinton flew on Lolita Express 26 times,\xe2\x80\xa6 https://t.co/OrWOlen5R5'",none

2020-11-01 03:06:15,"b""Lolita went to the store over an hour ago. I'm still stuck on which route she took cause HEB is only 8 minutes away...""",none

2020-11-01 03:05:33,"b""@lolita_bih @BijuuMike Hi! Who's trama did he make fun of? Genuinely asking.""",none

2020-11-01 03:02:06,"b""@BijuuMike U literally made fun of someone's trauma \xf0\x9f\x91\x81\xef\xb8\x8f\xf0\x9f\x91\x84\xf0\x9f\x91\x81\xef\xb8\x8f""",none

2020-11-01 02:59:47,"b""I've been really into pixel art recently.\n\n#Lolita #drawing https://t.co/oZ9k4I7MCR""",http://pbs.twimg.com/media/EltMhcdXEAIxEy3.png

2020-11-01 02:56:58,"b'Gothic lolita dress taken September 2019 -1-\nSuzu is Japanese, this is a Japanese crossdresser.\nYou can read it in\xe2\x80\xa6 https://t.co/C7N0EzOFPX'",none

2020-11-01 02:55:24,b'How Lolita Author Vladimir Nabokov Helped Ruth Bader Ginsburg Find Her Voice https://t.co/hedafSgalc',none

2020-11-01 02:54:10,b'@GayPorbleDad I wore my aristo lolita outfit!! https://t.co/QeOfb8K9GM',http://pbs.twimg.com/media/EltLPR0XgAAlsTv.jpg

2020-11-01 02:52:39,"b""@Rosewend1 i wasn't calling it a costume ffs. Am i not allowed to wear something for halloween? I wanted a goth lol\xe2\x80\xa6 https://t.co/WFAzC1vER0""",none

2020-11-01 02:50:08,"b""RT @LovelyPotaaa: Since Jack has quit ROBLOX he's GIVING ALL his group funds away (OVER 526K+) nearly EVERYONE that RETWEETS this tweet and\xe2\x80\xa6""",none

2020-11-01 02:49:49,b'Happy Halloween everyone!!!\nI got dressed up for my online meet up with some lolita friends!!\nHope everyone is stay\xe2\x80\xa6 https://t.co/Jr9AhdFIGy',none

2020-11-01 02:49:28,b'@XxAndrea_ii sorry I just saw your comment are you still wanting to do this?',none

2020-11-01 02:48:11,b'@poker_xvx Skates \nSf skirt \nRuffle velvet skirt \nGoth Lolita sleeves \n100k diamonds',none

2020-11-01 02:48:05,b'@MajinScarlet I know! I got a gothic lolita dress myself but I misread the size a bit :(\nwanna see?',none

2020-11-01 02:47:47,"b""@Rosewend1 I'm sorry what? xD Lolita is just a Victorian era fashion. I know because i've been lolita since i was y\xe2\x80\xa6 https://t.co/h0MERYWGrC""",none

2020-11-01 02:47:05,b'@_meitempxst Skates \nSf skirt \nRuffle velvet skirt \nGoth Lolita sleeves \n100k diamonds \nRR set without corset and sleeves \n(Sorry I\xe2\x80\x99m poor)',none

2020-11-01 02:44:07,"b""@SnailSenpaii Lolita isn't whole culture. They have a book on rules and everything. I was just letting you know what the person meant.""",none

2020-11-01 02:43:52,b'@Little_Shy0 Skates \nSf skirt \nRuffle velvet skirt \nGoth Lolita sleeves \n100k diamonds',none

2020-11-01 02:42:50,b'@Flowerysunseed Skates \nSf skirt \nRuffle velvet skirt \nGoth Lolita sleeves \n100k diamonds',none

2020-11-01 02:40:38,"b""Kyle killin' with the lolita look. #AnimalCrossing #ACNH #NintendoSwitch https://t.co/QiuTYzeMTq""",http://pbs.twimg.com/media/EltII89UYAAV_k0.jpg

2020-11-01 02:40:32,"b'Wait ! \n\n\xc2\xb0 Kodomo walked over to him , got her tippy toes , kissed his cheek and walked back to Ningyo . \xc2\xb0\n\nBye !\xe2\x80\xa6 https://t.co/YBU1ciOzJD'",none

2020-11-01 02:39:36,"b""@SnailSenpaii Because people passionate in the lolita community fight the stereotype that the fashion isn't a costu\xe2\x80\xa6 https://t.co/2VhaLvDZSL""",none

2020-11-01 02:39:05,b'@lolita_611 Oh shit',none

2020-11-01 02:38:23,"b""\xe3\x80\x8a Ah ! Cool ! I don ' t have any talent like my lil sis but that ' s not important . \n\nThanks , a lot , it was gett\xe2\x80\xa6 https://t.co/XasjM9wLAY""",none

2020-11-01 02:38:19,"b'@JazminMathers New Mermaid Halo, Broom, Goth Lolita Sleeves, and Kitty Crossbody for HH18?'",none

2020-11-01 02:36:11,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 02:35:50,b'Grave https://t.co/Qg7MKYRjm0',none

2020-11-01 02:33:01,"b""\xe3\x80\x8a Oh ! He ' s your friend then ! Hi ! \xe3\x80\x8b\n\n\xc2\xb0 She grinned , patting Kodomo ' s head as the lolita giggled . \xc2\xb0\n\n\xe3\x80\x8a Sorry\xe2\x80\xa6 https://t.co/oEBS9ZJTVv""",none

2020-11-01 02:30:13,b'RT @heartzcore: Princess Heart-shaped Lolita Bag https://t.co/DqmrZ58odj',http://pbs.twimg.com/media/Elk4vAHW0AIpZoH.jpg

2020-11-01 02:30:06,"b'@Jellums I just blew $200 on the Mossbadger bat JSK for no fucking reason, after turning down so many other items b\xe2\x80\xa6 https://t.co/sZok5vKU5t'",none

2020-11-01 02:29:16,"b'lolita community so toxic like just let ppl enjoy themselves, shit ...'",none

